creativeID,adID,camgaignID,advertiserID,appID,appPlatform
4268,3614,131,54,389,1
158,275,131,54,389,1
4001,2041,569,54,389,1
2802,425,164,17,205,2
642,3290,139,10,434,1
4141,277,131,54,389,1
6223,2000,131,54,389,1
4881,2487,569,54,389,1
2506,2832,569,54,389,1
6401,2858,569,54,389,1
1049,2517,131,54,389,1
4448,1913,139,10,434,1
2482,1057,569,54,389,1
5945,151,139,10,434,1
2918,131,56,26,123,2
3976,2894,68,8,84,2
6140,2159,3,39,100,2
1188,1179,139,10,434,1
1734,187,139,10,434,1
5871,365,391,54,389,1
3430,3004,654,54,389,1
6466,1123,73,54,389,1
5586,1231,139,10,434,1
4304,3069,647,56,123,2
989,1133,131,54,389,1
722,1086,391,54,389,1
1098,2781,139,10,434,1
4148,2076,391,54,389,1
4715,3221,139,10,434,1
4954,3290,139,10,434,1
116,670,139,10,434,1
956,2522,112,54,389,1
141,2630,112,54,389,1
3524,49,139,10,434,1
5310,159,521,31,146,2
3395,2514,139,10,434,1
6492,2720,139,10,434,1
3813,1777,552,54,389,1
2570,3263,552,54,389,1
3210,2700,139,10,434,1
2747,1401,391,54,389,1
2281,650,139,10,434,1
4499,2039,615,26,123,2
5214,636,525,52,356,1
1462,1810,139,10,434,1
171,3103,73,54,389,1
1317,555,139,10,434,1
6267,2885,112,54,389,1
6015,1926,73,54,389,1
2610,2157,391,54,389,1
5208,639,96,87,116,2
568,1925,139,10,434,1
6420,1333,112,54,389,1
6163,1278,139,10,434,1
12,1973,473,57,421,1
865,1418,164,17,205,2
1857,1814,73,54,389,1
3094,3285,131,54,389,1
284,726,139,10,434,1
2325,868,569,54,389,1
3278,1065,205,54,389,1
1065,1322,205,54,389,1
3483,1990,56,26,123,2
4354,244,139,10,434,1
3882,2317,647,56,123,2
3854,1326,139,10,434,1
920,987,56,26,123,2
888,1889,112,54,389,1
2322,1034,73,54,389,1
5490,3195,73,54,389,1
5006,3499,552,54,389,1
3118,607,139,10,434,1
5837,1197,139,10,434,1
2402,2709,662,60,68,2
1636,2684,647,56,123,2
1388,1189,158,22,286,2
4360,221,112,54,389,1
1577,3288,615,26,123,2
2258,941,205,54,389,1
1,56,654,54,389,1
589,1333,112,54,389,1
2223,3198,552,54,389,1
2643,2576,552,54,389,1
164,439,139,10,434,1
5246,3128,139,10,434,1
2825,2498,204,83,150,2
1614,3336,552,54,389,1
1598,810,73,54,389,1
607,2697,190,36,123,2
2797,3562,520,52,356,1
5830,2212,615,26,123,2
3025,945,310,36,123,2
1343,2963,475,83,150,2
197,1860,552,54,389,1
2095,1750,73,54,389,1
5742,3063,391,54,389,1
731,1697,58,57,421,1
5971,2484,552,54,389,1
5469,1631,205,54,389,1
952,1643,73,54,389,1
1342,1913,139,10,434,1
3264,669,552,54,389,1
6033,1007,552,54,389,1
1706,1542,205,54,389,1
1428,1955,139,10,434,1
6373,197,647,56,123,2
4664,3260,303,29,286,2
6406,2298,147,80,14,2
5142,1680,313,22,286,2
4984,1126,64,57,421,1
6237,1114,139,10,434,1
4680,3293,654,54,389,1
3756,780,391,54,389,1
4599,288,391,54,389,1
4205,1048,391,54,389,1
4488,2298,147,80,14,2
2180,326,92,57,421,1
4894,1820,139,10,434,1
5157,1021,139,10,434,1
24,1125,139,10,434,1
840,285,112,54,389,1
3856,3316,345,9,116,2
925,25,262,52,356,1
5634,1275,112,54,389,1
4673,1223,58,57,421,1
4233,2389,574,63,360,1
776,404,139,10,434,1
4323,2258,56,26,123,2
6328,1692,654,54,389,1
1366,235,693,26,123,2
439,1857,569,54,389,1
1042,3385,73,54,389,1
4710,2318,147,80,14,2
248,1218,552,54,389,1
6316,1403,569,54,389,1
2207,3164,139,10,434,1
566,130,303,29,286,2
3367,1573,569,54,389,1
1743,3608,139,10,434,1
1929,357,654,54,389,1
2529,3589,552,54,389,1
789,85,73,54,389,1
2818,3191,4,52,356,1
585,1560,112,54,389,1
3095,2053,552,54,389,1
1820,1606,112,54,389,1
4321,3119,552,54,389,1
5948,3317,112,54,389,1
3580,2382,139,10,434,1
3988,2203,139,10,434,1
110,3467,13,57,421,1
6551,691,205,54,389,1
2587,521,139,10,434,1
3577,3336,552,54,389,1
187,2270,544,47,328,2
6454,1488,139,10,434,1
5974,314,139,10,434,1
2428,2939,139,10,434,1
4613,1059,56,26,123,2
3967,317,139,10,434,1
5297,3390,654,54,389,1
1711,3221,139,10,434,1
267,1678,647,56,123,2
2222,392,654,54,389,1
3279,2058,139,10,434,1
5043,300,552,54,389,1
4518,2936,139,10,434,1
2162,2014,539,9,116,2
6548,3332,512,57,421,1
4368,1899,322,80,14,2
1382,2800,654,54,389,1
1758,1925,139,10,434,1
5728,3233,517,69,428,1
442,1119,73,54,389,1
5280,2642,654,54,389,1
5518,3558,205,54,389,1
4969,1675,131,54,389,1
2632,3048,73,54,389,1
1514,2824,139,10,434,1
5768,305,56,26,123,2
1697,1912,172,52,356,1
1442,1451,139,10,434,1
3230,1258,552,54,389,1
990,1093,139,10,434,1
5755,1151,654,54,389,1
3941,1248,139,10,434,1
6021,2772,615,26,123,2
21,1489,164,17,205,2
887,79,443,87,116,2
2675,2912,131,54,389,1
4628,426,131,54,389,1
1358,3549,647,56,123,2
6396,1574,391,54,389,1
5447,2958,654,54,389,1
1515,1956,391,54,389,1
1180,2657,279,80,14,2
1347,1196,701,91,84,2
2311,1474,139,10,434,1
6010,275,131,54,389,1
4393,989,139,10,434,1
4666,1742,569,54,389,1
4842,868,569,54,389,1
5691,1258,552,54,389,1
465,426,131,54,389,1
2690,2639,73,54,389,1
5927,2151,569,54,389,1
5779,3453,56,26,123,2
2248,3158,569,54,389,1
493,576,310,36,123,2
6519,1931,139,10,434,1
1331,296,139,10,434,1
6403,1338,569,54,389,1
2265,344,164,17,205,2
5998,1067,391,54,389,1
208,2572,391,54,389,1
2195,2631,112,54,389,1
3468,3530,552,54,389,1
693,2818,73,54,389,1
2865,1750,73,54,389,1
4310,2391,647,56,123,2
828,3355,654,54,389,1
1583,2994,654,54,389,1
1761,1182,654,54,389,1
2847,1088,131,54,389,1
5250,2160,391,54,389,1
6295,777,64,57,421,1
7,1574,391,54,389,1
3336,2675,391,54,389,1
455,1195,647,56,123,2
2003,2740,139,10,434,1
4394,1619,569,54,389,1
1231,1190,139,10,434,1
737,3573,139,10,434,1
1439,3400,654,54,389,1
224,507,654,54,389,1
953,471,654,54,389,1
2723,1122,647,56,123,2
5774,840,625,57,421,1
1082,1861,139,10,434,1
3241,340,112,54,389,1
2166,648,684,7,336,2
895,1,647,56,123,2
1733,650,139,10,434,1
2300,115,73,54,389,1
6457,3443,139,10,434,1
2139,3245,139,10,434,1
1935,2436,552,54,389,1
3184,2167,176,29,218,2
2421,2416,131,54,389,1
4180,3085,647,56,123,2
1178,391,654,54,389,1
5960,232,647,56,123,2
5463,2351,139,10,434,1
2510,2822,96,87,116,2
2112,2718,139,10,434,1
6245,306,139,10,434,1
2789,215,56,26,123,2
1841,926,443,87,116,2
880,497,391,54,389,1
1329,2798,647,56,123,2
3716,310,569,54,389,1
5248,1275,112,54,389,1
1277,104,654,54,389,1
50,1798,569,54,389,1
6147,2053,552,54,389,1
6412,1307,112,54,389,1
1683,2284,139,10,434,1
3676,21,176,29,218,2
364,1422,391,54,389,1
4241,460,654,54,389,1
1240,1576,139,10,434,1
6056,1920,654,54,389,1
4412,2134,73,54,389,1
1950,1119,73,54,389,1
5151,211,303,29,286,2
2670,3582,73,54,389,1
5754,430,654,54,389,1
4751,2139,89,29,286,2
5405,1424,131,54,389,1
1767,3228,131,54,389,1
574,2355,391,54,389,1
1406,3029,139,10,434,1
1769,2351,139,10,434,1
471,2404,131,54,389,1
749,2128,654,54,389,1
3721,3331,56,26,123,2
640,1659,647,56,123,2
288,695,131,54,389,1
4111,453,334,91,84,2
2709,1859,176,29,218,2
2306,2253,654,54,389,1
4016,447,164,17,205,2
2159,1283,139,10,434,1
4281,976,205,54,389,1
1560,3357,615,26,123,2
5699,1827,654,54,389,1
6034,2077,512,57,421,1
3866,1931,139,10,434,1
4483,404,139,10,434,1
6009,2259,112,54,389,1
5039,1476,112,54,389,1
235,2201,26,15,383,1
5362,1266,139,10,434,1
3776,1029,139,10,434,1
5789,212,131,54,389,1
2063,822,205,54,389,1
692,1881,654,54,389,1
2815,875,73,54,389,1
1752,1391,139,10,434,1
1864,762,112,54,389,1
2052,2845,112,54,389,1
4950,2330,131,54,389,1
5684,1924,205,54,389,1
4440,862,205,54,389,1
3431,364,139,10,434,1
352,1065,205,54,389,1
5289,3205,205,54,389,1
6188,640,448,86,328,2
4630,1828,139,10,434,1
4677,1086,391,54,389,1
2303,658,707,36,123,2
1656,1616,73,54,389,1
4274,1810,139,10,434,1
4140,1724,472,52,356,1
3968,2771,131,54,389,1
6156,2476,139,10,434,1
4736,633,617,8,84,2
5099,2179,298,48,336,2
4875,486,112,54,389,1
1536,3095,303,29,286,2
1555,2930,139,10,434,1
1741,1090,666,80,14,2
223,454,73,54,389,1
2355,1666,112,54,389,1
4942,534,92,57,421,1
1541,1231,139,10,434,1
6530,2684,647,56,123,2
1454,1233,139,10,434,1
686,366,112,54,389,1
6472,2170,112,54,389,1
2759,610,139,10,434,1
1088,2621,654,54,389,1
5453,3175,112,54,389,1
2399,681,89,29,286,2
6443,1500,73,54,389,1
1195,2509,139,10,434,1
2078,1733,552,54,389,1
760,3529,310,36,123,2
5705,1114,139,10,434,1
2228,200,391,54,389,1
5843,2869,303,29,286,2
1542,12,391,54,389,1
1658,1086,391,54,389,1
5276,1155,654,54,389,1
5084,351,139,10,434,1
4773,2184,552,54,389,1
340,3025,96,87,116,2
2316,2029,654,54,389,1
29,3355,654,54,389,1
2627,261,391,54,389,1
2219,1239,391,54,389,1
812,74,139,10,434,1
5819,713,139,10,434,1
3867,1458,14,84,360,1
946,3549,647,56,123,2
460,3566,552,54,389,1
5859,3126,552,54,389,1
5572,101,552,54,389,1
3414,1238,394,23,105,2
2022,695,131,54,389,1
4319,1461,131,54,389,1
5487,2778,654,54,389,1
2868,2160,391,54,389,1
2199,2981,139,10,434,1
5952,3092,654,54,389,1
4153,3541,274,29,286,2
5295,3616,668,9,116,2
3424,2970,103,16,195,2
6018,2446,413,44,421,1
1964,1245,391,54,389,1
6139,1147,139,10,434,1
2688,3029,139,10,434,1
4270,3338,112,54,389,1
2016,3513,477,80,14,2
2350,96,391,54,389,1
658,484,112,54,389,1
5288,1562,112,54,389,1
3141,2170,112,54,389,1
2345,894,112,54,389,1
540,1625,205,54,389,1
1925,2354,447,52,356,1
4477,3016,139,10,434,1
1425,724,112,54,389,1
2168,2781,139,10,434,1
300,2795,391,54,389,1
3991,3229,615,26,123,2
3445,2716,647,56,123,2
5689,1248,139,10,434,1
3507,1656,139,10,434,1
3706,1374,647,56,123,2
848,2358,89,29,286,2
6046,2829,131,54,389,1
30,439,139,10,434,1
3174,3229,615,26,123,2
3049,2685,552,54,389,1
3762,1474,139,10,434,1
5934,3541,274,29,286,2
597,1091,615,26,123,2
3583,2032,139,10,434,1
5130,2795,391,54,389,1
970,1162,139,10,434,1
3435,3587,139,10,434,1
1881,100,73,54,389,1
596,2968,654,54,389,1
1258,2137,654,54,389,1
3262,2885,112,54,389,1
980,1437,139,10,434,1
4163,1505,647,56,123,2
5102,175,654,54,389,1
1136,1031,139,10,434,1
1625,1699,131,54,389,1
2784,916,139,10,434,1
6432,1535,685,80,14,2
196,2862,654,54,389,1
484,264,569,54,389,1
951,2166,249,52,356,1
120,2675,391,54,389,1
55,3309,139,10,434,1
4065,1577,139,10,434,1
241,2732,654,54,389,1
3579,1604,139,10,434,1
4159,2432,394,23,105,2
1939,1833,647,56,123,2
5314,425,164,17,205,2
4750,24,353,7,336,2
1131,2251,654,54,389,1
2936,3,73,54,389,1
4165,2851,73,54,389,1
1323,850,73,54,389,1
5260,2391,647,56,123,2
6465,3083,465,75,83,2
2363,2017,647,56,123,2
4729,296,139,10,434,1
175,2236,139,10,434,1
4720,1798,569,54,389,1
3802,611,647,56,123,2
2714,285,112,54,389,1
6074,3252,73,54,389,1
5450,975,139,10,434,1
5947,1699,131,54,389,1
5969,1592,552,54,389,1
1826,203,227,52,356,1
5104,2213,274,29,286,2
3903,2217,434,47,328,2
6297,143,654,54,389,1
3382,606,73,54,389,1
2720,835,552,54,389,1
4810,3493,569,54,389,1
1863,3309,139,10,434,1
2047,1204,112,54,389,1
2068,910,552,54,389,1
5613,1304,647,56,123,2
1372,3171,647,56,123,2
633,2930,139,10,434,1
3050,2214,139,10,434,1
4955,2303,139,10,434,1
1304,3438,552,54,389,1
4825,2627,715,80,14,2
3644,408,112,54,389,1
1467,892,139,10,434,1
328,80,139,10,434,1
1651,127,139,10,434,1
2203,933,504,3,465,1
5711,860,654,54,389,1
5134,1508,647,56,123,2
4730,2475,158,22,286,2
1172,2938,552,54,389,1
3072,429,455,32,286,2
5116,408,112,54,389,1
3413,1331,391,54,389,1
5899,1451,139,10,434,1
5524,1120,310,36,123,2
4475,2817,654,54,389,1
86,942,391,54,389,1
4184,549,569,54,389,1
6379,1562,112,54,389,1
3401,3083,465,75,83,2
4285,1195,647,56,123,2
5555,2931,443,87,116,2
4513,2259,112,54,389,1
5573,2808,391,54,389,1
4142,1220,391,54,389,1
3277,3034,391,54,389,1
4840,2032,139,10,434,1
4172,1291,58,57,421,1
153,3058,139,10,434,1
5468,1172,345,9,116,2
5641,2128,654,54,389,1
561,127,139,10,434,1
4036,2679,139,10,434,1
3411,181,391,54,389,1
1532,1068,73,54,389,1
1655,3294,654,54,389,1
5658,949,89,29,286,2
1746,3109,131,54,389,1
5563,2594,73,54,389,1
1346,2049,472,52,356,1
785,3575,139,10,434,1
6146,1088,131,54,389,1
2781,3400,654,54,389,1
2621,793,552,54,389,1
1684,300,552,54,389,1
905,21,176,29,218,2
4059,976,205,54,389,1
2540,2854,139,10,434,1
4200,950,376,80,14,2
5694,867,205,54,389,1
5908,1476,112,54,389,1
799,2241,274,29,286,2
1811,3575,139,10,434,1
5803,930,56,26,123,2
590,1505,647,56,123,2
2679,1930,552,54,389,1
47,3288,615,26,123,2
5392,2679,139,10,434,1
2226,589,139,10,434,1
344,579,455,32,286,2
1775,1615,647,56,123,2
4037,812,139,10,434,1
5173,2360,303,29,286,2
518,2484,552,54,389,1
2352,557,139,10,434,1
1222,131,56,26,123,2
546,2208,139,10,434,1
2766,1814,73,54,389,1
1983,1148,332,47,328,2
6579,1237,139,10,434,1
4047,910,552,54,389,1
3119,816,112,54,389,1
1860,975,139,10,434,1
1175,325,73,54,389,1
5430,1201,429,36,123,2
4040,741,391,54,389,1
2954,3536,112,54,389,1
547,2234,654,54,389,1
6418,91,458,20,336,2
82,194,654,54,389,1
335,363,654,54,389,1
6570,3188,474,52,356,1
5421,2758,569,54,389,1
1691,2606,139,10,434,1
5153,3557,139,10,434,1
1446,2256,131,54,389,1
1576,2785,654,54,389,1
3544,1998,89,29,286,2
3798,1151,654,54,389,1
6332,454,73,54,389,1
3713,2638,274,29,286,2
4530,2686,569,54,389,1
3412,3270,139,10,434,1
4653,723,654,54,389,1
4521,2198,552,54,389,1
1255,2963,475,83,150,2
5267,952,75,47,328,2
4925,2605,615,26,123,2
3679,40,139,10,434,1
1632,2092,654,54,389,1
2569,1988,455,32,286,2
2887,278,169,52,356,1
1885,2911,139,10,434,1
4529,3498,139,10,434,1
453,975,139,10,434,1
2620,2937,248,52,356,1
5059,609,569,54,389,1
4260,2938,552,54,389,1
2366,2522,112,54,389,1
5758,2868,73,54,389,1
2138,2068,391,54,389,1
5926,1861,139,10,434,1
3954,3385,73,54,389,1
2145,969,73,54,389,1
1879,1235,73,54,389,1
307,1245,391,54,389,1
6186,3309,139,10,434,1
3670,2002,569,54,389,1
1146,1068,73,54,389,1
5461,97,139,10,434,1
140,1691,654,54,389,1
4035,3485,176,29,218,2
182,1208,575,52,356,1
3846,493,379,84,360,1
1127,2301,139,10,434,1
2026,3119,552,54,389,1
2344,1577,139,10,434,1
3243,3497,675,8,84,2
5978,1042,73,54,389,1
6500,1692,654,54,389,1
927,3221,139,10,434,1
861,3453,56,26,123,2
4449,445,654,54,389,1
5753,827,131,54,389,1
4544,2346,526,91,84,2
5724,1375,552,54,389,1
2810,949,89,29,286,2
2788,3176,345,9,116,2
243,991,473,57,421,1
291,221,112,54,389,1
5149,2834,112,54,389,1
5643,2344,455,32,286,2
5164,3414,612,38,113,2
1859,1820,139,10,434,1
1897,1328,647,56,123,2
4398,2457,569,54,389,1
6494,848,512,57,421,1
680,3088,139,10,434,1
2158,1812,139,10,434,1
4244,2007,58,57,421,1
4325,2002,569,54,389,1
1914,251,552,54,389,1
1226,1740,242,91,84,2
2503,1014,96,87,116,2
5875,3332,512,57,421,1
255,817,605,52,356,1
2641,2240,654,54,389,1
5460,2981,139,10,434,1
1427,3453,56,26,123,2
3088,2951,139,10,434,1
276,296,139,10,434,1
3553,1272,68,8,84,2
3592,2845,112,54,389,1
2951,3535,569,54,389,1
507,813,569,54,389,1
5281,973,139,10,434,1
5748,178,274,29,286,2
2105,2007,58,57,421,1
3953,3244,112,54,389,1
2156,1179,139,10,434,1
2942,244,139,10,434,1
1984,3581,139,10,434,1
336,2952,249,52,356,1
2433,1098,455,32,286,2
1002,68,139,10,434,1
1076,2039,615,26,123,2
1892,1681,136,18,293,2
1886,1007,552,54,389,1
1021,1210,112,54,389,1
508,2995,654,54,389,1
4092,2253,654,54,389,1
1664,3016,139,10,434,1
6419,1862,552,54,389,1
5263,1298,205,54,389,1
5904,1353,112,54,389,1
530,2034,139,10,434,1
1799,674,131,54,389,1
6264,543,139,10,434,1
2178,3123,139,10,434,1
4000,1096,139,10,434,1
2575,194,654,54,389,1
4649,424,654,54,389,1
2713,3170,56,26,123,2
5666,2670,315,89,420,1
1997,588,654,54,389,1
351,857,455,32,286,2
2619,96,391,54,389,1
1099,46,139,10,434,1
5381,179,139,10,434,1
374,669,552,54,389,1
3152,368,73,54,389,1
1267,3268,323,76,278,2
4577,1506,323,76,278,2
4170,2705,20,85,293,2
5220,228,225,63,360,1
1214,2977,217,44,421,1
1578,313,246,65,278,2
489,3480,110,73,278,2
3880,3538,303,29,286,2
6037,1210,112,54,389,1
4415,3456,466,76,278,2
462,2840,558,69,428,1
6064,2113,437,47,336,2
6374,1910,20,85,293,2
5783,3129,596,20,336,2
5424,1105,89,29,286,2
5290,3268,323,76,278,2
5821,1279,466,76,278,2
1530,3484,217,44,421,1
6151,729,13,57,421,1
4595,1667,95,60,68,2
5739,3428,456,73,278,2
1092,831,562,3,465,1
356,831,562,3,465,1
600,1279,466,76,278,2
3845,2977,217,44,421,1
6198,831,562,3,465,1
1020,1240,596,20,336,2
1779,861,313,22,286,2
918,920,695,63,360,1
3484,3165,432,62,278,2
3193,3503,608,89,420,1
1058,291,608,89,420,1
2364,2945,596,20,336,2
4838,653,313,22,286,2
3705,2079,432,62,278,2
5057,3305,631,27,198,2
3603,3305,631,27,198,2
1014,1940,313,22,286,2
1081,3043,36,32,286,2
482,1013,7,20,336,2
2101,911,596,20,336,2
373,620,62,2,198,2
1213,1557,650,48,336,2
5188,1534,608,89,420,1
1972,1910,20,85,293,2
6083,1667,95,60,68,2
1649,1704,260,20,328,2
2464,397,165,74,100,2
361,1952,215,20,328,2
2725,61,330,3,465,1
974,1475,552,54,389,1
1351,2399,498,7,328,2
3438,3484,217,44,421,1
1432,657,225,63,360,1
3280,1534,608,89,420,1
2229,190,672,13,360,1
5773,2246,502,80,14,2
2584,2835,20,85,293,2
2094,1076,26,15,383,1
2365,291,608,89,420,1
559,2977,217,44,421,1
2157,2345,497,15,383,1
1332,228,225,63,360,1
4067,231,278,13,360,1
6354,3218,514,80,14,2
6483,959,139,10,434,1
3914,2742,608,89,420,1
3675,530,558,69,428,1
1702,920,695,63,360,1
5101,829,13,57,421,1
1052,657,225,63,360,1
2142,2120,295,47,336,2
4064,1821,217,44,421,1
5965,748,298,48,336,2
3228,3484,217,44,421,1
117,1936,497,15,383,1
1802,3456,466,76,278,2
5841,271,298,48,336,2
3734,152,702,2,198,2
4467,463,275,73,278,2
5872,3428,456,73,278,2
3940,3508,713,47,336,2
3956,3326,650,48,336,2
6016,3484,217,44,421,1
206,1214,323,76,278,2
2164,3572,546,20,336,2
4419,465,7,20,336,2
5696,332,546,20,336,2
4983,3448,625,57,421,1
1284,2845,112,54,389,1
2957,3280,596,20,336,2
3101,1461,131,54,389,1
5593,1693,26,15,383,1
2803,2742,608,89,420,1
6111,720,298,48,336,2
662,3305,631,27,198,2
1318,3456,466,76,278,2
5158,3480,110,73,278,2
5782,2998,89,29,286,2
5323,2246,502,80,14,2
6194,1361,593,80,14,2
3645,1092,246,65,278,2
325,1232,274,29,286,2
3287,1241,654,54,389,1
1744,3305,631,27,198,2
5499,3253,304,87,116,2
3058,2745,546,20,336,2
5357,2022,98,80,14,2
5849,513,284,59,127,2
6547,1519,120,44,421,1
1681,1621,275,73,278,2
1592,1081,120,44,421,1
4110,530,558,69,428,1
423,2977,217,44,421,1
4290,1025,323,76,278,2
5198,1213,99,20,336,2
2082,2833,466,76,278,2
2194,1052,110,73,278,2
2680,1279,466,76,278,2
3291,2398,170,89,420,1
1324,530,558,69,428,1
6521,2154,456,73,278,2
3629,3526,513,44,421,1
6435,1534,608,89,420,1
3537,491,154,87,116,2
2401,188,578,46,283,2
2474,1655,139,10,434,1
4953,2289,521,31,146,2
5583,320,7,20,336,2
611,1069,7,20,336,2
3889,618,303,29,286,2
517,1361,593,80,14,2
569,1417,246,65,278,2
2035,730,323,76,278,2
1193,2874,473,57,421,1
1414,1898,482,74,100,2
4562,1454,298,48,336,2
2853,1327,246,65,278,2
2682,1026,275,73,278,2
5024,831,562,3,465,1
1581,346,456,73,278,2
1801,3503,608,89,420,1
2894,1601,205,54,389,1
2844,3268,323,76,278,2
1287,3113,456,73,278,2
723,527,170,89,420,1
5570,1817,246,65,278,2
1330,2835,20,85,293,2
6228,379,165,74,100,2
684,3276,207,49,293,2
5810,1519,120,44,421,1
5268,98,552,54,389,1
5344,1151,654,54,389,1
2795,1950,284,59,127,2
1602,2705,20,85,293,2
932,3375,120,44,421,1
2455,75,20,85,293,2
1093,1361,593,80,14,2
392,618,303,29,286,2
6180,1506,323,76,278,2
5800,2022,98,80,14,2
5807,346,456,73,278,2
4191,1950,284,59,127,2
4066,3113,456,73,278,2
2294,1621,275,73,278,2
5551,97,139,10,434,1
186,444,415,32,284,2
1689,1318,275,73,278,2
853,993,26,15,383,1
913,1845,303,29,286,2
5913,2898,275,73,278,2
306,712,170,89,420,1
6334,3231,275,73,278,2
4888,1544,240,8,84,2
210,3218,514,80,14,2
4083,2481,170,89,420,1
3950,2833,466,76,278,2
1911,994,26,15,383,1
5023,123,546,20,336,2
1289,3117,466,76,278,2
3479,3353,482,74,100,2
1663,463,275,73,278,2
4192,2898,275,73,278,2
5873,3060,120,44,421,1
3560,908,513,44,421,1
1751,3263,552,54,389,1
4718,1472,58,57,421,1
407,164,26,15,383,1
2705,2898,275,73,278,2
3455,623,497,15,383,1
2728,2208,139,10,434,1
5341,1190,139,10,434,1
5477,2610,432,62,278,2
6382,1023,195,64,116,2
3567,2650,139,10,434,1
4249,1969,155,19,195,2
2591,912,5,2,198,2
5334,1098,455,32,286,2
551,2744,272,47,336,2
3003,3146,81,59,127,2
1586,2082,654,54,389,1
3434,2533,497,15,383,1
1036,2610,432,62,278,2
6171,3242,375,80,14,2
1413,3276,207,49,293,2
5301,2220,62,2,198,2
3784,236,20,85,293,2
871,1287,472,52,356,1
4866,2770,5,2,198,2
4256,2761,131,54,389,1
190,684,13,57,421,1
5512,2313,62,2,198,2
163,2512,303,29,286,2
1740,1506,323,76,278,2
3517,191,456,73,278,2
1778,2526,195,64,116,2
873,699,170,89,420,1
1421,149,304,87,116,2
5112,3496,120,44,421,1
544,2512,303,29,286,2
609,517,303,29,286,2
929,3431,498,7,328,2
4526,2419,625,57,421,1
2215,1707,36,32,286,2
2897,1807,284,59,127,2
3800,291,608,89,420,1
2080,242,625,57,421,1
1823,1008,120,44,421,1
835,1032,275,73,278,2
4221,3325,13,57,421,1
6563,1769,513,44,421,1
3042,1052,110,73,278,2
1361,2833,466,76,278,2
5909,3564,625,57,421,1
1600,2942,546,20,336,2
3053,1807,284,59,127,2
3668,500,7,20,336,2
4870,743,92,57,421,1
6400,2761,131,54,389,1
1169,3292,119,31,146,2
5534,3194,139,10,434,1
1804,1318,275,73,278,2
1374,3270,139,10,434,1
2024,3410,62,2,198,2
1500,3284,512,57,421,1
4780,1340,600,89,420,1
4261,3117,466,76,278,2
5857,224,92,57,421,1
371,176,96,87,116,2
1048,1586,62,2,198,2
2196,3596,195,64,116,2
3059,2079,432,62,278,2
3660,1413,36,32,286,2
5427,2808,391,54,389,1
5735,1662,274,29,286,2
5494,2639,73,54,389,1
3142,1452,170,89,420,1
4713,1188,131,54,389,1
4707,2079,432,62,278,2
4706,2733,482,74,100,2
1263,2165,313,22,286,2
2916,410,458,20,336,2
451,191,456,73,278,2
3699,2062,112,54,389,1
914,1233,139,10,434,1
605,873,625,57,421,1
806,3603,455,32,286,2
3312,1503,650,48,336,2
4877,1667,95,60,68,2
4624,3574,165,74,100,2
1910,3231,275,73,278,2
5756,26,92,57,421,1
4104,2296,569,54,389,1
4496,1845,303,29,286,2
616,107,394,23,105,2
3549,1607,394,23,105,2
6582,484,112,54,389,1
59,2947,546,20,336,2
1544,243,112,54,389,1
331,3268,323,76,278,2
6484,1832,339,19,195,2
87,2366,654,54,389,1
4946,906,303,29,286,2
5865,2534,546,20,336,2
2606,75,20,85,293,2
2873,1125,139,10,434,1
5286,188,578,46,283,2
1354,3165,432,62,278,2
2036,1845,303,29,286,2
4305,234,625,57,421,1
4212,2154,456,73,278,2
2509,1080,220,47,328,2
3601,1720,5,2,198,2
4240,1878,7,20,336,2
4904,577,13,57,421,1
347,3375,120,44,421,1
1661,2850,513,44,421,1
2811,2930,139,10,434,1
767,1032,275,73,278,2
5207,2266,326,55,319,2
1848,2246,502,80,14,2
359,596,625,57,421,1
2581,1506,323,76,278,2
6506,386,403,63,360,1
4463,2352,298,48,336,2
3658,2139,89,29,286,2
4596,3496,120,44,421,1
2053,517,303,29,286,2
4416,3496,120,44,421,1
4980,2749,62,2,198,2
1900,2742,608,89,420,1
3460,1026,275,73,278,2
3097,2909,303,29,286,2
3984,2840,558,69,428,1
1416,1415,173,20,336,2
4803,1493,73,54,389,1
5680,1026,275,73,278,2
5001,2252,625,57,421,1
5846,451,58,57,421,1
6119,1493,73,54,389,1
2260,3146,81,59,127,2
1191,2693,92,57,421,1
5930,1914,650,48,336,2
105,1465,284,59,127,2
5535,2464,26,15,383,1
2822,172,545,19,195,2
2391,616,58,57,421,1
278,3450,81,59,127,2
6578,1025,323,76,278,2
3481,1661,607,56,123,2
904,1171,458,20,336,2
6341,331,89,29,286,2
427,3094,5,2,198,2
5454,2512,303,29,286,2
883,920,695,63,360,1
250,1099,491,91,84,2
3970,2386,620,19,195,2
3240,3117,466,76,278,2
6508,2594,73,54,389,1
6555,2219,530,8,84,2
5272,264,569,54,389,1
6103,2285,608,89,420,1
3,2794,13,57,421,1
3684,47,274,29,286,2
2009,3117,466,76,278,2
5237,1152,26,15,383,1
1807,2635,303,29,286,2
3364,513,284,59,127,2
2329,2062,112,54,389,1
5546,1856,497,15,383,1
3162,553,552,54,389,1
1411,1214,323,76,278,2
622,3521,654,54,389,1
2924,2095,304,87,116,2
2167,526,415,32,284,2
2404,2635,303,29,286,2
2292,3245,139,10,434,1
1189,2779,256,47,336,2
4717,730,323,76,278,2
524,1081,120,44,421,1
2471,2509,139,10,434,1
113,2610,432,62,278,2
4972,1056,543,52,356,1
